id,Survived,Pclass,Age,Fare,female,male
729,0,3,25.0,7.925,1,0
730,1,1,29.0,211.3375,1,0
731,0,3,11.0,18.7875,0,1
732,0,2,29.69911764705882,0.0,0,1
733,0,2,23.0,13.0,0,1
734,0,2,23.0,13.0,0,1
735,0,3,28.5,16.1,0,1
736,0,3,48.0,34.375,1,0
737,1,1,35.0,512.3292,0,1
738,0,3,29.69911764705882,7.8958,0,1
739,0,3,29.69911764705882,7.8958,0,1
740,1,1,29.69911764705882,30.0,0,1
741,0,1,36.0,78.85,0,1
742,1,1,21.0,262.375,1,0
743,0,3,24.0,16.1,0,1
744,1,3,31.0,7.925,0,1
745,0,1,70.0,71.0,0,1
746,0,3,16.0,20.25,0,1
747,1,2,30.0,13.0,1,0
748,0,1,19.0,53.1,0,1
749,0,3,31.0,7.75,0,1
750,1,2,4.0,23.0,1,0
751,1,3,6.0,12.475,0,1
752,0,3,33.0,9.5,0,1
753,0,3,23.0,7.8958,0,1
754,1,2,48.0,65.0,1,0
755,1,2,0.67,14.5,0,1
756,0,3,28.0,7.7958,0,1
757,0,2,18.0,11.5,0,1
758,0,3,34.0,8.05,0,1
759,1,1,33.0,86.5,1,0
760,0,3,29.69911764705882,14.5,0,1
761,0,3,41.0,7.125,0,1
762,1,3,20.0,7.2292,0,1
763,1,1,36.0,120.0,1,0
764,0,3,16.0,7.775,0,1
765,1,1,51.0,77.9583,1,0
766,0,1,29.69911764705882,39.6,0,1
767,0,3,30.5,7.75,1,0
768,0,3,29.69911764705882,24.15,0,1
769,0,3,32.0,8.3625,0,1
770,0,3,24.0,9.5,0,1
771,0,3,48.0,7.8542,0,1
772,0,2,57.0,10.5,1,0
773,0,3,29.69911764705882,7.225,0,1
774,1,2,54.0,23.0,1,0
775,0,3,18.0,7.75,0,1
776,0,3,29.69911764705882,7.75,0,1
777,1,3,5.0,12.475,1,0
778,0,3,29.69911764705882,7.7375,0,1
779,1,1,43.0,211.3375,1,0
780,1,3,13.0,7.2292,1,0
781,1,1,17.0,57.0,1,0
782,0,1,29.0,30.0,0,1
783,0,3,29.69911764705882,23.45,0,1
784,0,3,25.0,7.05,0,1
785,0,3,25.0,7.25,0,1
786,1,3,18.0,7.4958,1,0
787,0,3,8.0,29.125,0,1
788,1,3,1.0,20.575,0,1
789,0,1,46.0,79.2,0,1
790,0,3,29.69911764705882,7.75,0,1
791,0,2,16.0,26.0,0,1
792,0,3,29.69911764705882,69.55,1,0
793,0,1,29.69911764705882,30.6958,0,1
794,0,3,25.0,7.8958,0,1
795,0,2,39.0,13.0,0,1
796,1,1,49.0,25.9292,1,0
797,1,3,31.0,8.6833,1,0
798,0,3,30.0,7.2292,0,1
799,0,3,30.0,24.15,1,0
800,0,2,34.0,13.0,0,1
801,1,2,31.0,26.25,1,0
802,1,1,11.0,120.0,0,1
803,1,3,0.42,8.5167,0,1
804,1,3,27.0,6.975,0,1
805,0,3,31.0,7.775,0,1
806,0,1,39.0,0.0,0,1
807,0,3,18.0,7.775,1,0
808,0,2,39.0,13.0,0,1
809,1,1,33.0,53.1,1,0
810,0,3,26.0,7.8875,0,1
811,0,3,39.0,24.15,0,1
812,0,2,35.0,10.5,0,1
813,0,3,6.0,31.275,1,0
814,0,3,30.5,8.05,0,1
815,0,1,29.69911764705882,0.0,0,1
816,0,3,23.0,7.925,1,0
817,0,2,31.0,37.0042,0,1
818,0,3,43.0,6.45,0,1
819,0,3,10.0,27.9,0,1
820,1,1,52.0,93.5,1,0
821,1,3,27.0,8.6625,0,1
822,0,1,38.0,0.0,0,1
823,1,3,27.0,12.475,1,0
824,0,3,2.0,39.6875,0,1
825,0,3,29.69911764705882,6.95,0,1
826,0,3,29.69911764705882,56.4958,0,1
827,1,2,1.0,37.0042,0,1
828,1,3,29.69911764705882,7.75,0,1
829,1,1,62.0,80.0,1,0
830,1,3,15.0,14.4542,1,0
831,1,2,0.83,18.75,0,1
832,0,3,29.69911764705882,7.2292,0,1
833,0,3,23.0,7.8542,0,1
834,0,3,18.0,8.3,0,1
835,1,1,39.0,83.1583,1,0
836,0,3,21.0,8.6625,0,1
837,0,3,29.69911764705882,8.05,0,1
838,1,3,32.0,56.4958,0,1
839,1,1,29.69911764705882,29.7,0,1
840,0,3,20.0,7.925,0,1
841,0,2,16.0,10.5,0,1
842,1,1,30.0,31.0,1,0
843,0,3,34.5,6.4375,0,1
844,0,3,17.0,8.6625,0,1
845,0,3,42.0,7.55,0,1
846,0,3,29.69911764705882,69.55,0,1
847,0,3,35.0,7.8958,0,1
848,0,2,28.0,33.0,0,1
849,1,1,29.69911764705882,89.1042,1,0
850,0,3,4.0,31.275,0,1
851,0,3,74.0,7.775,0,1
852,0,3,9.0,15.2458,1,0
853,1,1,16.0,39.4,1,0
854,0,2,44.0,26.0,1,0
855,1,3,18.0,9.35,1,0
856,1,1,45.0,164.8667,1,0
857,1,1,51.0,26.55,0,1
858,1,3,24.0,19.2583,1,0
859,0,3,29.69911764705882,7.2292,0,1
860,0,3,41.0,14.1083,0,1
861,0,2,21.0,11.5,0,1
862,1,1,48.0,25.9292,1,0
863,0,3,29.69911764705882,69.55,1,0
864,0,2,24.0,13.0,0,1
865,1,2,42.0,13.0,1,0
866,1,2,27.0,13.8583,1,0
867,0,1,31.0,50.4958,0,1
868,0,3,29.69911764705882,9.5,0,1
869,1,3,4.0,11.1333,0,1
870,0,3,26.0,7.8958,0,1
871,1,1,47.0,52.5542,1,0
872,0,1,33.0,5.0,0,1
873,0,3,47.0,9.0,0,1
874,1,2,28.0,24.0,1,0
875,1,3,15.0,7.225,1,0
876,0,3,20.0,9.8458,0,1
877,0,3,19.0,7.8958,0,1
878,0,3,29.69911764705882,7.8958,0,1
879,1,1,56.0,83.1583,1,0
880,1,2,25.0,26.0,1,0
881,0,3,33.0,7.8958,0,1
882,0,3,22.0,10.5167,1,0
883,0,2,28.0,10.5,0,1
884,0,3,25.0,7.05,0,1
885,0,3,39.0,29.125,1,0
886,0,2,27.0,13.0,0,1
887,1,1,19.0,30.0,1,0
888,0,3,29.69911764705882,23.45,1,0
889,1,1,26.0,30.0,0,1
890,0,3,32.0,7.75,0,1
